100
(68,82,158)
(3,82,49)
(61,64,231)
(20,98,274)
(67,91,138)
(57,87,209)
(77,39,116)
(43,29,167)
(87,34,266)
(15,17,157)
(30,2,273)
(35,14,61)
(12,44,91)
(51,45,103)
(97,93,255)
(22,26,99)
(49,1,53)
(69,66,210)
(58,55,166)
(99,80,110)
(74,28,144)
(30,40,86)
(31,65,251)
(53,77,57)
(70,57,234)
(96,19,249)
(48,21,196)
(32,92,194)
(86,71,87)
(68,26,233)
(55,40,167)
(82,50,256)
(66,39,72)
(70,91,86)
(90,33,17)
(74,57,258)
(74,35,109)
(91,23,145)
(6,73,273)
(31,97,181)
(38,6,289)
(91,22,259)
(6,51,221)
(72,88,200)
(56,68,202)
(85,83,223)
(15,59,180)
(37,8,137)
(94,75,214)
(94,67,289)
(57,94,217)
(19,6,65)
(50,31,9)
(26,81,158)
(97,20,52)
(35,61,120)
(12,5,21)
(22,15,147)
(50,7,189)
(70,92,239)
(11,67,124)
(2,5,103)
(30,18,260)
(26,48,249)
(2,40,232)
(11,33,214)
(66,76,67)
(85,63,241)
(81,4,280)
(51,72,109)
(98,8,157)
(10,6,133)
(15,96,109)
(55,33,22)
(18,72,158)
(66,81,163)
(40,85,230)
(86,50,276)
(90,64,4)
(44,4,69)
(53,35,171)
(62,47,171)
(25,75,251)
(70,52,85)
(13,81,226)
(41,94,249)
(65,99,162)
(26,84,122)
(54,97,12)
(11,7,83)
(38,18,293)
(26,78,252)
(21,63,31)
(24,35,29)
(45,6,181)
(64,5,149)
(31,77,280)
(80,15,128)
(76,98,54)
(1,26,155)
(38,26,168)
(63,2,207)
(99,98,178)
(47,41,165)
(56,17,78)
(24,16,122)
(63,39,24)
(98,70,261)
(8,35,134)
(73,92,12)
(29,41,154)
(77,99,80)
(12,3,223)
(51,15,247)
(59,49,55)
(59,93,94)
(4,46,166)
(14,2,154)
(39,83,298)
(29,59,54)
(75,74,39)
(2,55,220)
(65,84,298)
(35,30,18)
(6,7,37)
(50,62,171)
(49,74,108)
(66,54,298)
(3,50,13)
(57,54,256)
(76,19,216)
(7,54,153)
(40,90,144)
(78,47,117)
(67,53,167)
(55,45,126)
(65,1,285)
(1,60,8)
(51,56,100)
(46,55,222)
(59,78,136)
(46,30,163)
(16,13,260)
(26,7,48)
(3,10,24)
(58,78,55)
(12,93,297)
(27,98,136)
(15,28,51)
(59,44,170)
(86,95,40)
(75,37,253)
(1,64,38)
(5,99,115)
(4,90,273)
(85,69,232)
(16,38,214)
(55,79,291)
(20,47,275)
(97,74,192)
(31,40,255)
(28,37,66)
(9,78,10)
(34,19,103)
(36,60,77)
(75,42,27)
(64,74,246)
(23,86,262)
(87,99,253)
(15,73,135)
(67,48,197)
(66,80,194)
(15,7,279)
(12,67,209)
(61,49,244)
(4,94,152)
(86,46,234)
(21,39,269)
(52,35,81)
(39,92,117)
(39,79,152)
(5,34,231)
(64,84,275)
(44,14,248)
(19,30,107)
(87,55,114)
(94,99,44)
(44,96,141)
(30,38,155)
(21,45,142)
(5,39,287)
(7,43,179)
(70,78,75)
(38,34,283)
(93,66,64)
(57,16,39)
(77,43,130)
(84,31,101)
(45,73,299)
(45,90,210)
(21,37,279)
(74,22,108)
(92,11,149)
(70,84,222)
(51,7,187)
(47,17,21)
(12,77,130)
(78,15,270)
(34,30,81)
(16,83,23)
(7,12,88)
(87,98,62)
(53,65,300)
(67,23,67)
(98,45,179)
(30,14,150)
(3,33,265)
(61,59,104)
(73,2,134)
(25,7,24)
(14,55,126)
(92,74,126)
(83,7,236)
(51,14,213)
(32,63,158)
(91,63,34)
(22,2,241)
(31,41,172)
(93,58,299)
(83,18,47)
(13,17,257)
(3,51,281)
(69,79,265)
(40,76,13)
(88,58,295)
(76,85,51)
(97,10,133)
(34,60,66)
(87,88,129)
(32,65,1)
(64,97,275)
(33,63,218)
(53,43,169)
(77,50,166)
(58,82,114)
(39,17,86)
(10,43,95)
(37,66,98)
(37,95,145)
(91,66,299)
(2,56,6)
(75,32,161)
(41,78,159)
(92,13,107)
(17,5,237)
(95,98,285)
(67,21,29)
(21,56,201)
(8,74,162)
(45,37,32)
(31,10,202)
(63,62,136)
(66,17,205)
(73,31,278)
(4,50,244)
(80,35,270)
(69,61,101)
(35,65,64)
(28,86,70)
(9,30,90)
(30,64,225)
(58,3,148)
(85,65,244)
(40,20,21)
(62,7,158)
(76,25,155)
(97,68,290)
(67,3,73)
(53,73,283)
(75,30,73)
(14,36,214)
(35,10,207)
(2,97,212)
(81,96,90)
(98,73,197)
(49,15,259)
(33,48,132)
(10,95,196)
(13,65,293)
(43,38,225)
(88,61,168)
(4,28,1)
(34,48,32)
(95,82,122)
(64,20,103)
(48,25,60)
(38,60,159)
(8,45,117)
(66,38,139)
(20,43,60)
(21,1,129)
(90,72,5)
(67,37,238)
(85,35,35)
(24,65,107)
(7,72,221)
(33,53,226)
(71,35,253)
(46,84,59)
(3,98,129)
(86,76,167)
(95,3,134)
(18,46,164)
(8,79,225)
(81,63,56)
(57,73,193)
(67,57,259)
(4,24,221)
(40,66,39)
(90,10,254)
(12,56,293)
(27,89,84)
(81,77,211)
(17,1,156)
(73,60,76)
(37,63,15)
(3,30,119)
(52,15,241)
(13,21,242)
(67,7,70)
(11,83,91)
(2,25,86)
(74,69,275)
(74,98,14)
(8,11,167)
(55,30,13)
(58,85,243)
(32,76,80)
(43,90,268)
(43,47,278)
(62,19,111)
(19,75,257)
(62,87,164)
(25,73,25)
(15,42,18)
(33,38,108)
(51,59,239)
(13,63,123)
(38,74,47)
(28,80,89)
(40,29,259)
(79,12,21)
(16,33,229)
(66,53,7)
(96,22,167)
(80,57,230)
(37,64,59)
(1,74,118)
(40,45,222)
(44,77,26)
(64,99,91)
(74,12,158)
(92,2,229)
(26,4,75)
(81,18,197)
(46,8,33)
(23,97,263)
(16,98,268)
(70,1,284)
(79,66,62)
(3,2,131)
(24,97,231)
(88,41,267)
(11,84,238)
(54,5,219)
(81,98,166)
(67,96,229)
(40,58,107)
(29,33,7)
(56,48,178)
(84,67,80)
(14,72,1)
(50,65,22)
(29,56,116)
(55,17,160)
(82,14,160)
(43,74,261)
(65,78,59)
(44,11,136)
(67,95,35)
(66,22,32)
(8,69,210)
(42,34,274)
(23,11,122)
(78,67,144)
(93,96,29)
(29,42,129)
(16,44,113)
(7,29,246)
(48,17,56)
(17,12,246)
(9,64,69)
(56,46,76)
(82,29,205)
(71,53,66)
(4,64,49)
(67,30,134)
(36,83,5)
(46,68,238)
(12,32,52)
(52,48,220)
(59,25,171)
(83,15,42)
(3,13,214)
(76,92,178)
(73,36,35)
(6,80,58)
(99,68,249)
(7,58,172)
(33,76,270)
(39,45,275)
(96,87,81)
(77,23,144)
(68,75,271)
(85,37,294)
(29,22,171)
(14,4,157)
(92,42,185)
(93,76,41)
(15,68,161)
(61,38,202)
(72,46,183)
(5,69,116)
(65,72,103)
(32,60,237)
(73,55,95)
(95,71,175)
(55,80,14)
(30,6,109)
(80,78,41)
(82,98,258)
(14,61,137)
(63,75,263)
(2,99,129)
(88,70,135)
(85,75,10)
(78,62,165)
(58,59,54)
(79,46,217)
(50,89,199)
(72,52,241)
(66,31,261)
(10,24,64)
(61,18,265)
(12,13,97)
(17,20,19)
(70,61,130)
(46,12,194)
(68,32,242)
(73,11,208)
(5,20,189)
(47,7,95)
(26,50,46)
(2,76,280)
(92,24,79)
(90,19,97)
(94,85,93)
(71,83,81)
(20,85,204)
(36,48,269)
(75,97,246)
(16,7,134)
(80,75,168)
(10,41,191)
(69,28,128)
(88,23,178)
(18,3,60)
(59,99,235)
(77,51,162)
(89,42,271)
(61,33,51)
(8,73,21)
(49,83,104)
(34,4,73)
(82,48,46)
(16,15,90)
(85,21,230)
(53,59,279)
(28,46,125)
(15,5,81)
(59,26,72)
(13,4,51)
(79,99,99)
(44,91,231)
(75,84,91)
(76,27,51)
(30,97,291)
(33,56,245)
(7,90,122)
(92,78,272)
(11,27,208)
(95,64,170)
(37,31,262)
(8,9,139)
(35,56,115)
(87,38,2)
(76,47,23)
(93,45,153)
(12,43,110)
(52,73,277)
(93,23,230)
(1,44,83)
(48,38,115)
(97,12,240)
(50,18,230)
(53,25,198)
(90,62,267)
(8,94,67)
(87,82,150)
(76,39,233)
(40,38,51)
(62,21,129)
(43,9,82)
(20,80,229)
(3,29,128)
(62,9,8)
(70,51,88)
(10,37,222)
(64,35,244)
(73,13,166)
(33,57,171)
(90,69,71)
(20,12,264)
(14,74,75)
(49,9,15)
(46,73,276)
(17,89,63)
(70,17,261)
(21,87,134)
(62,75,300)
(94,27,205)
(30,17,184)
(78,89,62)
(7,73,132)
(44,19,162)
(66,43,241)
(62,74,174)
(28,14,77)
(60,13,92)
(39,24,189)
(89,59,169)
(8,61,28)
(32,50,290)
(13,25,295)
(33,86,160)
(69,56,139)
(78,96,122)
(69,6,232)
(10,20,175)
(17,84,280)
(96,82,56)
(91,60,14)
(12,86,157)
(40,96,242)
(94,76,41)
(7,42,258)
(2,43,48)
(10,78,83)
(67,33,3)
(49,82,147)
(71,21,97)
(84,42,218)
(36,97,172)
(76,24,276)
(93,8,214)
(87,3,294)
(46,88,183)
(94,46,146)
(27,49,44)
(4,75,3)
(18,25,207)
(44,7,138)
(86,60,244)
(36,52,222)
(33,77,183)
(95,16,292)
(66,48,116)
(5,55,182)
(6,4,223)
(82,6,194)
(62,58,272)
(27,15,123)
(59,75,8)
(93,17,220)
(21,4,208)
(73,42,143)
(46,71,39)
(78,16,146)
(74,20,263)
(71,75,205)
(53,87,141)
(83,48,141)
(74,7,208)
(38,8,166)
(28,66,279)
(34,82,62)
(94,31,245)
(72,35,300)
(21,97,281)
(84,86,135)
(57,89,64)
(21,30,63)
(25,83,290)
(78,97,158)
(13,7,297)
(88,74,270)
(85,3,225)
(37,19,271)
(87,49,24)
(32,48,83)
(49,22,124)
(50,5,224)
(83,77,11)
(1,31,97)
(91,86,110)
(73,22,186)
(3,97,27)
(45,66,150)
(57,50,151)
(18,80,275)
(58,87,30)
(12,39,272)
(46,77,252)
(91,74,104)
(12,71,220)
(35,93,120)
(54,32,95)
(91,62,210)
(35,98,48)
(29,68,153)
(49,13,35)
(64,83,172)
(89,45,5)
(35,95,24)
(41,13,204)
(43,28,241)
(84,1,123)
(52,14,24)
(6,28,226)
(94,40,255)
(6,11,119)
(53,75,170)
(61,45,136)
(31,68,168)
(49,35,62)
(98,6,222)
(90,95,77)
(49,10,208)
(63,34,142)
(91,28,59)
(61,51,214)
(77,27,36)
(93,28,103)
(69,7,187)
(78,20,84)
(35,84,161)
(36,71,209)
(79,19,196)
(26,6,296)
(43,96,280)
(41,98,59)
(10,16,282)
(9,90,157)
(30,73,206)
(18,13,287)
(47,87,87)
(21,86,119)
(32,57,239)
(5,53,25)
(91,37,179)
(85,19,149)
(2,78,137)
(41,63,182)
(64,10,161)
(42,71,234)
(27,31,135)
(52,21,125)
(72,20,275)
(94,30,101)
(85,86,153)
(25,11,216)
(73,43,49)
(92,36,21)
(4,97,176)
(36,31,72)
(64,40,170)
(18,1,275)
(66,8,115)
(3,94,15)
(77,41,56)
(85,67,247)
(42,10,23)
(62,22,1)
(18,37,276)
(92,18,65)
(2,58,144)
(22,57,204)
(70,23,31)
(60,98,287)
(64,56,36)
(39,30,3)
(74,18,175)
(63,71,90)
(23,46,263)
(67,35,40)
(99,37,99)
(10,19,218)
(27,44,45)
(58,26,100)
(79,92,11)
(15,86,111)
(84,32,36)
(37,61,10)
(33,20,52)
(89,8,182)
(48,50,260)
(50,81,291)
(23,13,223)
(47,79,114)
(41,18,199)
(41,57,215)
(93,42,53)
(27,6,17)
(88,15,155)
(86,18,48)
(30,91,124)
(41,28,246)
(58,76,28)
(75,26,163)
(76,7,45)
(24,95,193)
(79,24,102)
(35,47,51)
(72,24,26)
(26,40,200)
(84,74,150)
(79,17,300)
(79,73,111)
(49,16,282)
(70,7,196)
(44,21,129)
(16,89,193)
(92,15,109)
(5,56,119)
(45,92,284)
(30,23,284)
(14,46,210)
(50,78,187)
(9,74,123)
(20,63,166)
(32,41,175)
(63,15,272)
(33,93,287)
(20,91,91)
(17,88,152)
(62,43,142)
(65,54,104)
(1,72,253)
(25,54,109)
(96,86,175)
(82,64,85)
(82,85,127)
(26,34,295)
(82,97,209)
(22,13,296)
(92,8,7)
(91,27,46)
(66,21,37)
(84,44,153)
(60,78,102)
(38,96,118)
(75,31,31)
(36,87,84)
(93,95,240)
(3,88,54)
(95,58,23)
(70,76,78)
(35,68,7)
(19,67,135)
(64,24,17)
(74,34,234)
(97,45,210)
(70,24,199)
(65,95,271)
(4,58,8)
(8,49,35)
(42,43,157)
(69,13,95)
(26,96,2)
(42,63,259)
(57,38,267)
(84,52,73)
(13,46,29)
(91,4,239)
(50,71,277)
(47,60,169)
(68,11,287)
(95,99,135)
(22,24,232)
(59,41,230)
(75,15,189)
(68,94,25)
(50,56,12)
(58,24,60)
(7,8,85)
(97,61,106)
(64,16,104)
(55,8,130)
(20,8,14)
(38,54,136)
(36,58,219)
(17,14,232)
(68,5,167)
(35,82,42)
(81,45,298)
(98,31,108)
(8,14,108)
(44,70,96)
(45,20,171)
(91,12,140)
(69,29,187)
(14,12,212)
(86,52,67)
(21,19,240)
(44,86,83)
(56,90,129)
(57,2,187)
(68,70,2)
(73,48,82)
(71,57,102)
(9,77,48)
(51,53,191)
(13,35,172)
(37,20,15)
(67,61,280)
(68,24,215)
(14,32,62)
(54,83,96)
(82,33,67)
(8,39,49)
(22,92,14)
(12,38,156)
(74,23,282)
(89,93,19)
(77,74,285)
(24,98,106)
(94,26,243)
(25,82,111)
(78,37,50)
(88,36,225)
(60,66,221)
(99,93,289)
(49,25,52)
(20,31,263)
(99,6,208)
(21,2,229)
(8,44,173)
(76,89,183)
(4,59,24)
(48,4,193)
(75,27,36)
(28,21,40)
(21,51,188)
(96,2,224)
(59,88,128)
(50,92,5)
(49,50,1)
(48,69,36)
(20,75,215)
(53,34,139)
(33,87,230)
(28,76,194)
(82,16,174)
(91,2,10)
(31,48,106)
(37,68,297)
(2,20,34)
(95,2,259)
(1,88,159)
(23,64,174)
(8,47,138)
(28,31,166)
(25,52,160)
(25,64,54)
(10,38,205)
(43,33,154)
(78,95,69)
(84,13,148)
(6,44,27)
(54,74,70)
(55,86,64)
(71,90,13)
(45,53,6)
(91,96,56)
(44,57,95)
(67,20,267)
(9,1,136)
(25,99,164)
(24,46,218)
(81,76,215)
(62,39,270)
(67,98,15)
(65,92,228)
(74,52,224)
(80,52,149)
(31,74,290)
(84,66,198)
(9,15,285)
(71,91,261)
(71,92,29)
(64,66,9)
(26,99,62)
(83,6,139)
(63,11,80)
(26,57,283)
(56,77,36)
(48,35,74)
(20,55,239)
(94,89,274)
(68,83,195)
(88,89,228)
(85,50,86)
(37,58,111)
(69,67,243)
(54,43,65)
(21,76,275)
(83,5,154)
(98,1,114)
(48,13,234)
(72,75,206)
(41,64,280)
(49,40,170)
(22,4,300)
(20,57,86)
(36,69,217)
(14,1,107)
(67,28,72)
(98,90,154)
(80,84,181)
(36,66,17)
(93,18,186)
(4,9,156)
(15,65,120)
(19,98,272)
(23,48,182)
(76,71,184)
(52,17,66)
(81,31,206)
(21,75,172)
(66,1,296)
(31,57,210)
(92,91,89)
(65,48,267)
(85,34,95)
(53,30,115)
(60,6,249)
(33,2,233)
(36,68,85)
(61,40,278)
(81,43,211)
(3,48,142)
(25,71,66)
(37,29,41)
(4,25,177)
(81,6,77)
(32,46,251)
(77,32,259)
(78,18,164)
(98,46,168)
(41,19,43)
(6,37,69)
(54,72,97)
(84,12,279)
(27,90,226)
(65,83,87)
(81,99,2)
(74,59,215)
(38,37,175)
(34,28,42)
(5,84,262)
(21,40,23)
(33,72,41)
(94,61,32)
(96,64,71)
(94,82,89)
(39,16,45)
(4,1,21)
(47,73,273)
(51,9,116)
(61,66,111)
(98,53,153)
(27,64,196)
(3,66,300)
(67,58,158)
(77,60,243)
(8,70,203)
(2,53,179)
(5,23,9)
(91,81,37)
(42,83,180)
(68,76,73)
(41,46,247)
(53,91,231)
(5,47,142)
(23,1,102)
(2,38,277)
(88,91,273)
(34,89,287)
(1,76,245)
(13,44,258)
(11,57,68)
(77,2,178)
(14,11,288)
(25,56,179)
(86,77,234)
(59,43,272)
(17,51,279)
(84,22,139)
(90,68,286)
(31,24,290)
(22,37,97)
(97,28,294)
(85,12,152)
(36,49,178)
(13,68,221)
(9,5,111)
(65,30,113)
(46,34,6)
(57,6,130)
(16,29,280)
(93,48,265)
(12,8,94)
(39,53,206)
(23,28,156)
(75,23,106)
(45,34,277)
(32,62,123)
(62,6,134)
(52,49,103)
(92,68,197)
(38,86,205)
(83,93,128)
(93,49,131)
(19,7,52)
(9,2,28)
(61,50,160)
(79,44,132)
(32,83,68)
(29,86,161)
(87,31,236)
(60,49,233)
(2,93,66)
(12,73,252)
(6,20,224)
(68,93,264)
(92,67,145)
(95,31,55)
(34,57,169)
(31,16,125)
(9,75,221)
(30,12,260)
(24,33,21)
(95,52,139)
(17,44,125)
(80,50,130)
(25,24,159)
(15,29,240)
(46,66,12)
(16,93,259)
(15,12,158)
(97,39,266)
(60,51,220)
(63,48,79)
(42,27,275)
(45,19,62)
(74,94,112)
(6,67,100)
(36,46,271)
(30,48,192)
(69,96,24)
(40,23,287)
(45,68,185)
(97,32,132)
(85,48,244)
(71,11,142)
(86,8,5)
(4,80,75)
(97,66,244)
(86,26,3)
(90,42,248)
(74,16,189)
(98,69,289)
(99,9,191)
(69,43,230)
(94,20,81)
(39,59,155)
(22,67,175)
(13,24,271)
(19,60,276)
(39,98,98)
(70,80,228)
(23,8,274)
(68,18,213)
(18,64,188)
(56,34,261)
(5,96,112)
(14,22,280)
(48,53,101)
(87,72,236)
(24,74,227)
(36,28,114)
(87,52,99)
(87,25,54)
(42,46,257)
(69,75,21)
(40,83,111)
(97,5,17)
(43,32,127)
(93,80,14)
(69,68,269)
(18,11,286)
(97,58,284)
(24,75,296)
(97,94,146)
(82,93,120)
(35,60,23)
(74,96,289)
(90,65,171)
(90,14,164)
(23,7,244)
(14,59,251)
(95,70,240)
(42,37,145)
(92,83,198)
(69,23,117)
(71,6,201)
(92,63,4)
(86,68,137)
(33,83,209)
(21,12,14)
(90,25,132)
(58,6,112)
(36,85,188)
(83,53,14)
(1,67,94)
(69,37,189)
(46,52,35)
(53,37,34)
(9,66,253)
(33,31,154)
(97,37,267)
(6,15,152)
(42,44,193)
(81,84,90)
(31,22,279)
(55,1,250)
(67,79,278)
(91,45,116)
(15,62,123)
(82,17,264)
(39,52,294)
(28,62,205)
(57,15,25)
(82,11,74)
(50,8,92)
(19,70,117)
(17,65,277)
(18,62,75)
(69,64,275)
(29,78,111)
(32,71,248)
(85,78,206)
(16,36,192)
(16,41,270)
(88,67,263)
(22,94,227)
(81,95,245)
(37,48,71)
(54,50,125)
(79,18,10)
(48,28,262)
(12,87,21)
(77,35,191)
(31,8,163)
(51,40,69)
(29,50,188)
(52,96,37)
(62,77,18)
(87,68,128)
(41,85,31)
(77,73,63)
(52,38,19)
(25,96,248)
(79,7,61)
(63,7,218)
(57,4,224)
(53,21,55)
(37,98,100)
(48,92,177)
(70,6,101)
(29,35,283)
(53,93,16)
(43,6,5)
(51,43,232)
(56,22,266)
(64,31,110)
(3,41,166)
(65,81,174)
(35,34,231)
(38,83,223)
(4,52,44)
(20,36,96)
(96,56,291)
(73,58,129)
(31,52,155)
(61,30,77)
(52,24,29)
(1,37,28)
(45,85,253)
(15,41,165)
(65,12,115)
(41,33,232)
(29,11,257)
(42,3,57)
(43,65,49)
(79,38,54)
(54,51,204)
(17,54,48)
(4,41,167)
(27,32,138)
(39,89,163)
(31,7,106)
(97,16,1)
(65,88,202)
(64,58,127)
(66,88,102)
(15,35,81)
(86,31,129)
(36,11,34)
(65,5,181)
(47,50,108)
(73,81,165)
(63,72,166)
(73,91,164)
(3,32,144)
(85,10,188)
(94,56,250)
(75,78,277)
(57,79,235)
(42,21,244)
(89,5,236)
(35,21,202)
(30,98,218)
(1,5,289)
(72,92,202)
(44,30,3)
(28,96,110)
(94,69,34)
(52,59,70)
(67,49,247)
(44,60,256)
(75,13,25)
(80,12,101)
(89,74,1)
(57,66,264)
(36,30,258)
(11,17,215)
(7,33,142)
(92,35,86)
(73,88,130)
(20,1,105)
(9,28,61)
(34,64,113)
(41,87,166)
(70,97,257)
(30,74,165)
(83,94,234)
(1,94,295)
(53,92,3)
(55,66,209)
(16,27,74)
(16,58,184)
(5,11,176)
(98,84,221)
(69,32,223)
(49,81,283)
(15,3,147)
(72,31,66)
(61,36,5)
(58,60,52)
(52,20,173)
(38,46,261)
(70,14,56)
(47,1,82)
(75,49,139)
(75,44,90)
(74,60,226)
(64,7,150)
(19,26,124)
(42,65,91)
(72,6,117)
(52,45,151)
(92,80,285)
(29,79,41)
(19,32,176)
(59,95,188)
(45,3,17)
(31,34,53)
(54,62,224)
(97,46,90)
(95,94,81)
(94,78,96)
(87,24,290)
(62,41,259)
(82,27,286)
(5,14,40)
(75,36,253)
(38,95,196)
(38,27,235)
(2,88,284)
(91,32,293)
(11,22,54)
(6,32,168)
(7,14,221)
(62,85,227)
(96,66,152)
(14,58,167)
(7,56,87)
(67,40,132)
(8,10,256)
(40,39,77)
(51,37,167)
(55,38,112)
(59,76,83)
(51,41,294)
(35,78,285)
(86,78,129)
(74,76,106)
(99,71,296)
(89,85,237)
(27,14,81)
(49,66,120)
(90,75,264)
(69,24,162)
(63,1,181)
(22,32,47)
(16,42,66)
(88,22,103)
(53,88,298)
(92,43,250)
(88,14,29)
(18,32,217)
(47,19,108)
(24,78,170)
(53,12,275)
(10,5,79)
(15,48,299)
(70,34,154)
(55,32,225)
(71,19,31)
(91,16,263)
(81,90,260)
(50,10,202)
(39,46,137)
(85,81,79)
(11,46,299)
(31,5,67)
(75,61,297)
(91,58,300)
(99,47,12)
(64,36,29)
(66,74,69)
(50,87,134)
(69,34,264)
(31,56,33)
(5,95,232)
(29,64,63)
(74,5,124)
(51,10,131)
(2,85,274)
(90,5,295)
(86,17,279)
(5,71,140)
(69,83,229)
(95,56,52)
(3,4,142)
(97,47,243)
(2,66,19)
(82,77,184)
(12,61,218)
(79,81,279)
(92,51,217)
(34,29,18)
(49,24,250)
(92,40,144)
(79,20,29)
(61,21,118)
(98,86,142)
(45,86,142)
(24,37,122)
(86,43,210)
(47,40,93)
(21,96,104)
(56,58,43)
(63,66,295)
(90,37,285)
(52,18,197)
(78,3,47)
(61,2,211)
(10,83,282)
(89,97,241)
(14,73,182)
(77,49,124)
(72,9,17)
(90,3,51)
(44,97,84)
(12,45,205)
(69,17,160)
(58,72,117)
(9,26,177)
(50,53,230)
(19,65,145)
(85,13,51)
(78,14,269)
(6,41,9)
(93,67,77)
(59,97,44)
(34,41,269)
(53,62,171)
(24,93,88)
(33,8,39)
(7,2,13)
(40,81,253)
(64,75,291)
(51,2,265)
(13,91,71)
(1,83,207)
(94,29,72)
(88,39,30)
(83,57,114)
(49,51,276)
(99,52,198)
(37,59,91)
(61,32,88)
(20,13,74)
(97,91,192)
(48,94,185)
(28,99,179)
(56,82,7)
(92,25,3)
(29,91,50)
(9,24,116)
(86,61,92)
(75,45,47)
(89,63,73)
(97,35,88)
(42,9,35)
(39,81,258)
(31,63,149)
(88,68,179)
(89,36,204)
(50,44,80)
(50,95,193)
(6,76,104)
(81,87,50)
(33,14,8)
(14,47,278)
(6,1,202)
(55,91,75)
